dex_number,dex_number_int,species_display_name,form_display_name,form_api_name,is_default,types,hp,attack,defense,special_attack,special_defense,speed,abilities,move_count,height,weight,generation,is_legendary,is_mythical
0276,276,Taillow,Taillow,taillow,True,normal|flying,40,55,30,30,30,85,Guts|Scrappy,61,3,23,generation-iii,False,False
0277,277,Swellow,Swellow,swellow,True,normal|flying,60,85,60,75,50,125,Guts|Scrappy,57,7,198,generation-iii,False,False
0278,278,Wingull,Wingull,wingull,True,water|flying,40,30,30,55,30,85,Keen Eye|Hydration|Rain Dish,78,6,95,generation-iii,False,False
0279,279,Pelipper,Pelipper,pelipper,True,water|flying,60,50,100,95,70,65,Keen Eye|Drizzle|Rain Dish,87,12,280,generation-iii,False,False
0280,280,Ralts,Ralts,ralts,True,psychic|fairy,28,25,25,45,35,40,Synchronize|Trace|Telepathy,105,4,66,generation-iii,False,False
0281,281,Kirlia,Kirlia,kirlia,True,psychic|fairy,38,35,35,65,55,50,Synchronize|Trace|Telepathy,98,8,202,generation-iii,False,False
0282,282,Gardevoir,Gardevoir,gardevoir,True,psychic|fairy,68,65,65,125,115,80,Synchronize|Trace|Telepathy,115,16,484,generation-iii,False,False
0282,282,Gardevoir,Gardevoir Mega,gardevoir-mega,False,psychic|fairy,68,85,65,165,135,100,Pixilate,81,16,484,generation-iii,False,False
0283,283,Surskit,Surskit,surskit,True,bug|water,40,30,32,50,52,65,Swift Swim|Rain Dish,74,5,17,generation-iii,False,False
0284,284,Masquerain,Masquerain,masquerain,True,bug|flying,70,60,62,100,82,80,Intimidate|Unnerve,94,8,36,generation-iii,False,False
0285,285,Shroomish,Shroomish,shroomish,True,grass,60,40,60,40,60,35,Effect Spore|Poison Heal|Quick Feet,63,4,45,generation-iii,False,False
0286,286,Breloom,Breloom,breloom,True,grass|fighting,60,130,80,60,60,70,Effect Spore|Poison Heal|Technician,103,12,392,generation-iii,False,False
0287,287,Slakoth,Slakoth,slakoth,True,normal,60,60,60,35,35,30,Truant,96,8,240,generation-iii,False,False
0288,288,Vigoroth,Vigoroth,vigoroth,True,normal,80,80,80,55,55,90,Vital Spirit,113,14,465,generation-iii,False,False
0289,289,Slaking,Slaking,slaking,True,normal,150,160,100,95,65,100,Truant,127,20,1305,generation-iii,False,False
0290,290,Nincada,Nincada,nincada,True,bug|ground,31,45,90,30,30,40,Compound Eyes|Run Away,54,5,55,generation-iii,False,False
0291,291,Ninjask,Ninjask,ninjask,True,bug|flying,61,90,45,50,50,160,Speed Boost|Infiltrator,69,8,120,generation-iii,False,False
0292,292,Shedinja,Shedinja,shedinja,True,bug|ghost,1,90,45,30,30,40,Wonder Guard,66,8,12,generation-iii,False,False
0293,293,Whismur,Whismur,whismur,True,normal,64,51,23,51,23,28,Soundproof|Rattled,72,6,163,generation-iii,False,False
0294,294,Loudred,Loudred,loudred,True,normal,84,71,43,71,43,48,Soundproof|Scrappy,79,10,405,generation-iii,False,False
0295,295,Exploud,Exploud,exploud,True,normal,104,91,63,91,73,68,Soundproof|Scrappy,94,15,840,generation-iii,False,False
0296,296,Makuhita,Makuhita,makuhita,True,fighting,72,60,30,20,30,25,Thick Fat|Guts|Sheer Force,100,10,864,generation-iii,False,False
0297,297,Hariyama,Hariyama,hariyama,True,fighting,144,120,60,40,60,50,Thick Fat|Guts|Sheer Force,101,23,2538,generation-iii,False,False
0298,298,Azurill,Azurill,azurill,True,normal|fairy,50,20,40,20,40,20,Thick Fat|Huge Power|Sap Sipper,74,2,20,generation-iii,False,False
0299,299,Nosepass,Nosepass,nosepass,True,rock,30,45,135,45,90,30,Sturdy|Magnet Pull|Sand Force,84,10,970,generation-iii,False,False
0300,300,Skitty,Skitty,skitty,True,normal,50,45,45,35,35,50,Cute Charm|Normalize|Wonder Skin,85,6,110,generation-iii,False,False
0301,301,Delcatty,Delcatty,delcatty,True,normal,70,65,65,55,55,90,Cute Charm|Normalize|Wonder Skin,81,11,326,generation-iii,False,False
0302,302,Sableye,Sableye,sableye,True,dark|ghost,50,75,75,65,65,50,Keen Eye|Stall|Prankster,135,5,110,generation-iii,False,False
0302,302,Sableye,Sableye Mega,sableye-mega,False,dark|ghost,50,85,125,85,115,20,Magic Bounce,93,5,1610,generation-iii,False,False
0303,303,Mawile,Mawile,mawile,True,steel|fairy,50,85,85,55,55,50,Hyper Cutter|Intimidate|Sheer Force,109,6,115,generation-iii,False,False
0303,303,Mawile,Mawile Mega,mawile-mega,False,steel|fairy,50,105,125,55,95,50,Huge Power,91,10,235,generation-iii,False,False
0304,304,Aron,Aron,aron,True,steel|rock,50,70,100,40,40,30,Sturdy|Rock Head|Heavy Metal,74,4,600,generation-iii,False,False
0305,305,Lairon,Lairon,lairon,True,steel|rock,60,90,140,50,50,40,Sturdy|Rock Head|Heavy Metal,73,9,1200,generation-iii,False,False
0306,306,Aggron,Aggron,aggron,True,steel|rock,70,110,180,60,60,50,Sturdy|Rock Head|Heavy Metal,121,21,3600,generation-iii,False,False
0306,306,Aggron,Aggron Mega,aggron-mega,False,steel,70,140,230,60,80,50,Filter,92,22,3950,generation-iii,False,False
0307,307,Meditite,Meditite,meditite,True,fighting|psychic,30,40,55,40,55,60,Pure Power|Telepathy,110,6,112,generation-iii,False,False
0308,308,Medicham,Medicham,medicham,True,fighting|psychic,60,60,75,60,75,80,Pure Power|Telepathy,109,13,315,generation-iii,False,False
0308,308,Medicham,Medicham Mega,medicham-mega,False,fighting|psychic,60,100,85,80,85,100,Pure Power,75,13,315,generation-iii,False,False
0309,309,Electrike,Electrike,electrike,True,electric,40,45,40,65,40,65,Static|Lightning Rod|Minus,65,6,152,generation-iii,False,False
0310,310,Manectric,Manectric,manectric,True,electric,70,75,60,105,60,105,Static|Lightning Rod|Minus,70,15,402,generation-iii,False,False
0310,310,Manectric,Manectric Mega,manectric-mega,False,electric,70,75,80,135,80,135,Intimidate,51,18,440,generation-iii,False,False
0311,311,Plusle,Plusle,plusle,True,electric,60,50,40,85,75,95,Plus|Lightning Rod,87,4,42,generation-iii,False,False
0312,312,Minun,Minun,minun,True,electric,60,40,50,75,85,95,Minus|Volt Absorb,85,4,42,generation-iii,False,False
0313,313,Volbeat,Volbeat,volbeat,True,bug,65,73,75,47,85,85,Illuminate|Swarm|Prankster,90,7,177,generation-iii,False,False
0314,314,Illumise,Illumise,illumise,True,bug,65,47,75,73,85,85,Oblivious|Tinted Lens|Prankster,94,6,177,generation-iii,False,False
0315,315,Roselia,Roselia,roselia,True,grass|poison,50,60,45,100,80,65,Natural Cure|Poison Point|Leaf Guard,76,3,20,generation-iii,False,False
0316,316,Gulpin,Gulpin,gulpin,True,poison,70,43,53,43,53,40,Liquid Ooze|Sticky Hold|Gluttony,86,4,103,generation-iii,False,False
0317,317,Swalot,Swalot,swalot,True,poison,100,73,83,73,83,55,Liquid Ooze|Sticky Hold|Gluttony,90,17,800,generation-iii,False,False
0318,318,Carvanha,Carvanha,carvanha,True,water|dark,45,90,20,65,20,65,Rough Skin|Speed Boost,70,8,208,generation-iii,False,False
0319,319,Sharpedo,Sharpedo,sharpedo,True,water|dark,70,120,40,95,40,95,Rough Skin|Speed Boost,82,18,888,generation-iii,False,False
0319,319,Sharpedo,Sharpedo Mega,sharpedo-mega,False,water|dark,70,140,70,110,65,105,Strong Jaw,64,25,1303,generation-iii,False,False
0320,320,Wailmer,Wailmer,wailmer,True,water,130,70,35,70,35,60,Water Veil|Oblivious|Pressure,68,20,1300,generation-iii,False,False
0321,321,Wailord,Wailord,wailord,True,water,170,90,45,90,45,60,Water Veil|Oblivious|Pressure,68,145,3980,generation-iii,False,False
0322,322,Numel,Numel,numel,True,fire|ground,60,60,40,65,45,35,Oblivious|Simple|Own Tempo,90,7,240,generation-iii,False,False
0323,323,Camerupt,Camerupt,camerupt,True,fire|ground,70,100,70,105,75,40,Magma Armor|Solid Rock|Anger Point,91,19,2200,generation-iii,False,False
0323,323,Camerupt,Camerupt Mega,camerupt-mega,False,fire|ground,70,120,100,145,105,20,Sheer Force,60,25,3205,generation-iii,False,False
0324,324,Torkoal,Torkoal,torkoal,True,fire,70,85,140,85,70,20,White Smoke|Drought|Shell Armor,88,5,804,generation-iii,False,False
0325,325,Spoink,Spoink,spoink,True,psychic,60,25,35,70,80,60,Thick Fat|Own Tempo|Gluttony,92,7,306,generation-iii,False,False
0326,326,Grumpig,Grumpig,grumpig,True,psychic,80,45,65,90,110,80,Thick Fat|Own Tempo|Gluttony,121,9,715,generation-iii,False,False
0327,327,Spinda,Spinda,spinda,True,normal,60,60,60,60,60,60,Own Tempo|Tangled Feet|Contrary,100,11,50,generation-iii,False,False
0328,328,Trapinch,Trapinch,trapinch,True,ground,45,100,45,45,45,10,Hyper Cutter|Arena Trap|Sheer Force,63,7,150,generation-iii,False,False
0329,329,Vibrava,Vibrava,vibrava,True,ground|dragon,50,70,50,50,50,70,Levitate,93,11,153,generation-iii,False,False
0330,330,Flygon,Flygon,flygon,True,ground|dragon,80,100,80,80,80,100,Levitate,114,20,820,generation-iii,False,False
0331,331,Cacnea,Cacnea,cacnea,True,grass,50,85,40,85,40,35,Sand Veil|Water Absorb,104,4,513,generation-iii,False,False
0332,332,Cacturne,Cacturne,cacturne,True,grass|dark,70,115,60,115,60,55,Sand Veil|Water Absorb,112,13,774,generation-iii,False,False
0333,333,Swablu,Swablu,swablu,True,normal|flying,45,40,60,40,75,50,Natural Cure|Cloud Nine,83,4,12,generation-iii,False,False
0334,334,Altaria,Altaria,altaria,True,dragon|flying,75,70,90,70,105,80,Natural Cure|Cloud Nine,100,11,206,generation-iii,False,False
0334,334,Altaria,Altaria Mega,altaria-mega,False,dragon|fairy,75,110,110,110,105,80,Pixilate,69,15,206,generation-iii,False,False
0335,335,Zangoose,Zangoose,zangoose,True,normal,73,115,60,60,60,90,Immunity|Toxic Boost,124,13,403,generation-iii,False,False
0336,336,Seviper,Seviper,seviper,True,poison,73,100,60,100,60,65,Shed Skin|Infiltrator,104,27,525,generation-iii,False,False
0337,337,Lunatone,Lunatone,lunatone,True,rock|psychic,90,55,65,95,85,70,Levitate,94,10,1680,generation-iii,False,False
0338,338,Solrock,Solrock,solrock,True,rock|psychic,90,95,85,55,65,70,Levitate,98,12,1540,generation-iii,False,False
0339,339,Barboach,Barboach,barboach,True,water|ground,50,48,43,46,41,60,Oblivious|Anticipation|Hydration,70,4,19,generation-iii,False,False
0340,340,Whiscash,Whiscash,whiscash,True,water|ground,110,78,73,76,71,60,Oblivious|Anticipation|Hydration,81,9,236,generation-iii,False,False
0341,341,Corphish,Corphish,corphish,True,water,43,80,65,50,35,35,Hyper Cutter|Shell Armor|Adaptability,85,6,115,generation-iii,False,False
0342,342,Crawdaunt,Crawdaunt,crawdaunt,True,water|dark,63,120,85,90,55,55,Hyper Cutter|Shell Armor|Adaptability,98,11,328,generation-iii,False,False
0343,343,Baltoy,Baltoy,baltoy,True,ground|psychic,40,40,55,40,70,55,Levitate,84,5,215,generation-iii,False,False
0344,344,Claydol,Claydol,claydol,True,ground|psychic,60,70,105,70,120,75,Levitate,94,15,1080,generation-iii,False,False
0345,345,Lileep,Lileep,lileep,True,rock|grass,66,41,77,61,87,23,Suction Cups|Storm Drain,70,10,238,generation-iii,False,False
0346,346,Cradily,Cradily,cradily,True,rock|grass,86,81,97,81,107,43,Suction Cups|Storm Drain,79,15,604,generation-iii,False,False
0347,347,Anorith,Anorith,anorith,True,rock|bug,45,95,50,40,50,75,Battle Armor|Swift Swim,66,7,125,generation-iii,False,False
0348,348,Armaldo,Armaldo,armaldo,True,rock|bug,75,125,100,70,80,45,Battle Armor|Swift Swim,79,15,682,generation-iii,False,False
0349,349,Feebas,Feebas,feebas,True,water,20,15,20,10,55,80,Swift Swim|Oblivious|Adaptability,53,6,74,generation-iii,False,False
0350,350,Milotic,Milotic,milotic,True,water,95,60,79,100,125,81,Marvel Scale|Competitive|Cute Charm,90,62,1620,generation-iii,False,False
0351,351,Castform,Castform,castform,True,normal,70,70,70,70,70,70,Forecast,70,3,8,generation-iii,False,False
0351,351,Castform,Castform Sunny,castform-sunny,False,fire,70,70,70,70,70,70,Forecast,70,3,8,generation-iii,False,False
0351,351,Castform,Castform Rainy,castform-rainy,False,water,70,70,70,70,70,70,Forecast,70,3,8,generation-iii,False,False
0351,351,Castform,Castform Snowy,castform-snowy,False,ice,70,70,70,70,70,70,Forecast,70,3,8,generation-iii,False,False
0352,352,Kecleon,Kecleon,kecleon,True,normal,60,90,70,60,120,40,Color Change|Protean,111,10,220,generation-iii,False,False
0353,353,Shuppet,Shuppet,shuppet,True,ghost,44,75,35,63,33,45,Insomnia|Frisk|Cursed Body,88,6,23,generation-iii,False,False
0354,354,Banette,Banette,banette,True,ghost,64,115,65,83,63,65,Insomnia|Frisk|Cursed Body,93,11,125,generation-iii,False,False
0354,354,Banette,Banette Mega,banette-mega,False,ghost,64,165,75,93,83,75,Prankster,67,12,130,generation-iii,False,False
0355,355,Duskull,Duskull,duskull,True,ghost,20,40,90,30,90,25,Levitate|Frisk,83,8,150,generation-iii,False,False
0356,356,Dusclops,Dusclops,dusclops,True,ghost,40,70,130,60,130,25,Pressure|Frisk,103,16,306,generation-iii,False,False
0357,357,Tropius,Tropius,tropius,True,grass|flying,99,68,83,72,87,51,Chlorophyll|Solar Power|Harvest,95,20,1000,generation-iii,False,False
0358,358,Chimecho,Chimecho,chimecho,True,psychic,75,50,80,95,90,65,Levitate,103,6,10,generation-iii,False,False
0358,358,Chimecho,Chimecho Mega,chimecho-mega,False,psychic|steel,75,50,110,135,120,65,Levitate,0,12,80,generation-iii,False,False
0359,359,Absol,Absol,absol,True,dark,65,130,60,75,60,75,Pressure|Super Luck|Justified,112,12,470,generation-iii,False,False
0359,359,Absol,Absol Mega,absol-mega,False,dark,65,150,60,115,60,115,Magic Bounce,98,12,490,generation-iii,False,False
0359,359,Absol,Absol Mega Z,absol-mega-z,False,dark|ghost,65,154,60,75,60,151,,0,12,490,generation-iii,False,False
0360,360,Wynaut,Wynaut,wynaut,True,psychic,95,23,48,23,48,23,Shadow Tag|Telepathy,8,6,140,generation-iii,False,False
0361,361,Snorunt,Snorunt,snorunt,True,ice,50,50,50,50,50,50,Inner Focus|Ice Body|Moody,62,7,168,generation-iii,False,False
0362,362,Glalie,Glalie,glalie,True,ice,80,80,80,80,80,80,Inner Focus|Ice Body|Moody,80,15,2565,generation-iii,False,False
0362,362,Glalie,Glalie Mega,glalie-mega,False,ice,80,120,80,120,80,100,Refrigerate,52,21,3502,generation-iii,False,False
0363,363,Spheal,Spheal,spheal,True,ice|water,70,40,50,55,50,25,Thick Fat|Ice Body|Oblivious,68,8,395,generation-iii,False,False
0364,364,Sealeo,Sealeo,sealeo,True,ice|water,90,60,70,75,70,45,Thick Fat|Ice Body|Oblivious,60,11,876,generation-iii,False,False
0365,365,Walrein,Walrein,walrein,True,ice|water,110,80,90,95,90,65,Thick Fat|Ice Body|Oblivious,73,14,1506,generation-iii,False,False
0366,366,Clamperl,Clamperl,clamperl,True,water,35,64,85,74,55,32,Shell Armor|Rattled,45,4,525,generation-iii,False,False
0367,367,Huntail,Huntail,huntail,True,water,55,104,105,94,75,52,Swift Swim|Water Veil,58,17,270,generation-iii,False,False
0368,368,Gorebyss,Gorebyss,gorebyss,True,water,55,84,105,114,75,52,Swift Swim|Hydration,59,18,226,generation-iii,False,False
0369,369,Relicanth,Relicanth,relicanth,True,water|rock,100,90,130,45,65,55,Swift Swim|Rock Head|Sturdy,78,10,234,generation-iii,False,False
0370,370,Luvdisc,Luvdisc,luvdisc,True,water,43,30,55,40,65,97,Swift Swim|Hydration,66,6,87,generation-iii,False,False
0371,371,Bagon,Bagon,bagon,True,dragon,45,75,60,40,30,50,Rock Head|Sheer Force,71,6,421,generation-iii,False,False
0372,372,Shelgon,Shelgon,shelgon,True,dragon,65,95,100,60,50,50,Rock Head|Overcoat,70,11,1105,generation-iii,False,False
0373,373,Salamence,Salamence,salamence,True,dragon|flying,95,135,80,110,80,100,Intimidate|Moxie,94,15,1026,generation-iii,False,False
0373,373,Salamence,Salamence Mega,salamence-mega,False,dragon|flying,95,145,130,120,90,120,Aerilate,65,18,1126,generation-iii,False,False
0374,374,Beldum,Beldum,beldum,True,steel|psychic,40,55,80,35,60,30,Clear Body|Light Metal,8,6,952,generation-iii,False,False
0375,375,Metang,Metang,metang,True,steel|psychic,60,75,100,55,80,50,Clear Body|Light Metal,93,12,2025,generation-iii,False,False
0376,376,Metagross,Metagross,metagross,True,steel|psychic,80,135,130,95,90,70,Clear Body|Light Metal,103,16,5500,generation-iii,False,False
0376,376,Metagross,Metagross Mega,metagross-mega,False,steel|psychic,80,145,150,105,110,110,Tough Claws,70,25,9429,generation-iii,False,False
0377,377,Regirock,Regirock,regirock,True,rock,80,100,200,50,100,50,Clear Body|Sturdy,87,17,2300,generation-iii,True,False
0378,378,Regice,Regice,regice,True,ice,80,50,100,100,200,50,Clear Body|Ice Body,83,18,1750,generation-iii,True,False
0379,379,Registeel,Registeel,registeel,True,steel,80,75,150,75,150,50,Clear Body|Light Metal,89,19,2050,generation-iii,True,False
0380,380,Latias,Latias,latias,True,dragon|psychic,80,80,90,110,130,110,Levitate,122,14,400,generation-iii,True,False
0380,380,Latias,Latias Mega,latias-mega,False,dragon|psychic,80,100,120,140,150,110,Levitate,87,18,520,generation-iii,True,False
0381,381,Latios,Latios,latios,True,dragon|psychic,80,90,80,130,110,110,Levitate,116,20,600,generation-iii,True,False
0381,381,Latios,Latios Mega,latios-mega,False,dragon|psychic,80,130,100,160,120,110,Levitate,83,23,700,generation-iii,True,False
0382,382,Kyogre,Kyogre,kyogre,True,water,100,100,90,150,140,90,Drizzle,73,45,3520,generation-iii,True,False
0382,382,Kyogre,Kyogre Primal,kyogre-primal,False,water,100,150,90,180,160,90,Primordial Sea,58,98,4300,generation-iii,True,False
0383,383,Groudon,Groudon,groudon,True,ground,100,150,140,100,90,90,Drought,108,35,9500,generation-iii,True,False
0383,383,Groudon,Groudon Primal,groudon-primal,False,ground|fire,100,180,160,150,90,90,Desolate Land,72,50,9997,generation-iii,True,False
0384,384,Rayquaza,Rayquaza,rayquaza,True,dragon|flying,105,150,90,150,90,95,Air Lock,105,70,2065,generation-iii,True,False
0384,384,Rayquaza,Rayquaza Mega,rayquaza-mega,False,dragon|flying,105,180,100,180,100,115,Delta Stream,81,108,3920,generation-iii,True,False
0385,385,Jirachi,Jirachi,jirachi,True,steel|psychic,100,100,100,100,100,100,Serene Grace,108,3,11,generation-iii,False,True
0386,386,Deoxys,Deoxys Normal,deoxys-normal,True,psychic,50,150,50,150,50,150,Pressure,116,17,608,generation-iii,False,True
0386,386,Deoxys,Deoxys Attack,deoxys-attack,False,psychic,50,180,20,180,20,150,Pressure,119,17,608,generation-iii,False,True
0386,386,Deoxys,Deoxys Defense,deoxys-defense,False,psychic,50,70,160,70,160,90,Pressure,119,17,608,generation-iii,False,True
0386,386,Deoxys,Deoxys Speed,deoxys-speed,False,psychic,50,95,90,95,90,180,Pressure,119,17,608,generation-iii,False,True
0387,387,Turtwig,Turtwig,turtwig,True,grass,55,68,64,45,55,31,Overgrow|Shell Armor,84,4,102,generation-iv,False,False
0388,388,Grotle,Grotle,grotle,True,grass,75,89,85,55,65,36,Overgrow|Shell Armor,84,11,970,generation-iv,False,False
0389,389,Torterra,Torterra,torterra,True,grass|ground,95,109,105,75,85,56,Overgrow|Shell Armor,106,22,3100,generation-iv,False,False
0390,390,Chimchar,Chimchar,chimchar,True,fire,44,58,44,58,44,61,Blaze|Iron Fist,100,5,62,generation-iv,False,False
0391,391,Monferno,Monferno,monferno,True,fire|fighting,64,78,52,78,52,81,Blaze|Iron Fist,107,9,220,generation-iv,False,False
0392,392,Infernape,Infernape,infernape,True,fire|fighting,76,104,71,104,71,108,Blaze|Iron Fist,125,12,550,generation-iv,False,False
0393,393,Piplup,Piplup,piplup,True,water,53,51,53,61,56,40,Torrent|Competitive,87,4,52,generation-iv,False,False
0394,394,Prinplup,Prinplup,prinplup,True,water,64,66,68,81,76,50,Torrent|Competitive,90,8,230,generation-iv,False,False
0395,395,Empoleon,Empoleon,empoleon,True,water|steel,84,86,88,111,101,60,Torrent|Competitive,118,17,845,generation-iv,False,False
0396,396,Starly,Starly,starly,True,normal|flying,40,55,30,30,30,60,Keen Eye|Reckless,67,3,20,generation-iv,False,False
0397,397,Staravia,Staravia,staravia,True,normal|flying,55,75,50,40,40,80,Intimidate|Reckless,60,6,155,generation-iv,False,False
0398,398,Staraptor,Staraptor,staraptor,True,normal|flying,85,120,70,50,60,100,Intimidate|Reckless,65,12,249,generation-iv,False,False
0398,398,Staraptor,Staraptor Mega,staraptor-mega,False,fighting|flying,85,140,100,60,90,110,,0,19,500,generation-iv,False,False
0399,399,Bidoof,Bidoof,bidoof,True,normal,59,45,40,35,40,31,Simple|Unaware|Moody,71,5,200,generation-iv,False,False
0400,400,Bibarel,Bibarel,bibarel,True,normal|water,79,85,60,55,60,71,Simple|Unaware|Moody,82,10,315,generation-iv,False,False
0401,401,Kricketot,Kricketot,kricketot,True,bug,37,25,41,25,41,25,Shed Skin|Run Away,15,3,22,generation-iv,False,False
0402,402,Kricketune,Kricketune,kricketune,True,bug,77,85,51,55,51,65,Swarm|Technician,74,10,255,generation-iv,False,False
0403,403,Shinx,Shinx,shinx,True,electric,45,65,34,40,34,45,Rivalry|Intimidate|Guts,72,5,95,generation-iv,False,False
0404,404,Luxio,Luxio,luxio,True,electric,60,85,49,60,49,60,Rivalry|Intimidate|Guts,68,9,305,generation-iv,False,False
0405,405,Luxray,Luxray,luxray,True,electric,80,120,79,95,79,70,Rivalry|Intimidate|Guts,76,14,420,generation-iv,False,False
0406,406,Budew,Budew,budew,True,grass|poison,40,30,35,50,70,55,Natural Cure|Poison Point|Leaf Guard,63,2,12,generation-iv,False,False
0407,407,Roserade,Roserade,roserade,True,grass|poison,60,70,65,125,105,90,Natural Cure|Poison Point|Technician,70,9,145,generation-iv,False,False
0408,408,Cranidos,Cranidos,cranidos,True,rock,67,125,40,30,30,58,Mold Breaker|Sheer Force,87,9,315,generation-iv,False,False
0409,409,Rampardos,Rampardos,rampardos,True,rock,97,165,60,65,50,58,Mold Breaker|Sheer Force,105,16,1025,generation-iv,False,False
0410,410,Shieldon,Shieldon,shieldon,True,rock|steel,30,42,118,42,88,30,Sturdy|Soundproof,77,5,570,generation-iv,False,False
0411,411,Bastiodon,Bastiodon,bastiodon,True,rock|steel,60,52,168,47,138,30,Sturdy|Soundproof,88,13,1495,generation-iv,False,False
0412,412,Burmy,Burmy,burmy,True,bug,40,29,45,29,45,36,Shed Skin|Overcoat,8,2,34,generation-iv,False,False
0413,413,Wormadam,Wormadam Plant,wormadam-plant,True,bug|grass,60,59,85,79,105,36,Anticipation|Overcoat,64,5,65,generation-iv,False,False
0413,413,Wormadam,Wormadam Sandy,wormadam-sandy,False,bug|ground,60,79,105,59,85,36,Anticipation|Overcoat,65,5,65,generation-iv,False,False
0413,413,Wormadam,Wormadam Trash,wormadam-trash,False,bug|steel,60,69,95,69,95,36,Anticipation|Overcoat,69,5,65,generation-iv,False,False
0414,414,Mothim,Mothim,mothim,True,bug|flying,70,94,50,94,50,66,Swarm|Tinted Lens,63,9,233,generation-iv,False,False
0415,415,Combee,Combee,combee,True,bug|flying,30,30,42,30,42,70,Honey Gather|Hustle,18,3,55,generation-iv,False,False
0416,416,Vespiquen,Vespiquen,vespiquen,True,bug|flying,70,80,102,80,102,40,Pressure|Unnerve,94,12,385,generation-iv,False,False
0417,417,Pachirisu,Pachirisu,pachirisu,True,electric,60,45,70,45,90,95,Run Away|Pickup|Volt Absorb,91,4,39,generation-iv,False,False
0418,418,Buizel,Buizel,buizel,True,water,55,65,35,60,30,85,Swift Swim|Water Veil,87,7,295,generation-iv,False,False
0419,419,Floatzel,Floatzel,floatzel,True,water,85,105,55,85,50,115,Swift Swim|Water Veil,89,11,335,generation-iv,False,False
0420,420,Cherubi,Cherubi,cherubi,True,grass,45,35,45,62,53,35,Chlorophyll,63,4,33,generation-iv,False,False
0421,421,Cherrim,Cherrim,cherrim,True,grass,70,60,70,87,78,85,Flower Gift,60,5,93,generation-iv,False,False
0422,422,Shellos,Shellos,shellos,True,water,76,48,48,57,62,34,Sticky Hold|Storm Drain|Sand Force,76,3,63,generation-iv,False,False
0423,423,Gastrodon,Gastrodon,gastrodon,True,water|ground,111,83,68,92,82,39,Sticky Hold|Storm Drain|Sand Force,79,9,299,generation-iv,False,False
0424,424,Ambipom,Ambipom,ambipom,True,normal,75,100,66,60,66,115,Technician|Pickup|Skill Link,105,12,203,generation-iv,False,False
0425,425,Drifloon,Drifloon,drifloon,True,ghost|flying,90,50,34,60,44,70,Aftermath|Unburden|Flare Boost,96,4,12,generation-iv,False,False
0426,426,Drifblim,Drifblim,drifblim,True,ghost|flying,150,80,44,90,54,80,Aftermath|Unburden|Flare Boost,98,12,150,generation-iv,False,False
0427,427,Buneary,Buneary,buneary,True,normal,55,66,44,44,56,85,Run Away|Klutz|Limber,94,4,55,generation-iv,False,False
0428,428,Lopunny,Lopunny,lopunny,True,normal,65,76,84,54,96,105,Cute Charm|Klutz|Limber,103,12,333,generation-iv,False,False
0428,428,Lopunny,Lopunny Mega,lopunny-mega,False,normal|fighting,65,136,94,54,96,135,Scrappy,77,13,283,generation-iv,False,False
0429,429,Mismagius,Mismagius,mismagius,True,ghost,60,60,60,105,105,105,Levitate,103,9,44,generation-iv,False,False
0430,430,Honchkrow,Honchkrow,honchkrow,True,dark|flying,100,125,52,105,52,71,Insomnia|Super Luck|Moxie,90,9,273,generation-iv,False,False
0431,431,Glameow,Glameow,glameow,True,normal,49,55,42,42,37,85,Limber|Own Tempo|Keen Eye,77,5,39,generation-iv,False,False
0432,432,Purugly,Purugly,purugly,True,normal,71,82,64,64,59,112,Thick Fat|Own Tempo|Defiant,77,10,438,generation-iv,False,False
0433,433,Chingling,Chingling,chingling,True,psychic,45,30,50,65,50,45,Levitate,82,2,6,generation-iv,False,False
0434,434,Stunky,Stunky,stunky,True,poison|dark,63,63,47,41,41,74,Stench|Aftermath|Keen Eye,94,4,192,generation-iv,False,False
0435,435,Skuntank,Skuntank,skuntank,True,poison|dark,103,93,67,71,61,84,Stench|Aftermath|Keen Eye,95,10,380,generation-iv,False,False
0436,436,Bronzor,Bronzor,bronzor,True,steel|psychic,57,24,86,24,86,23,Levitate|Heatproof|Heavy Metal,85,5,605,generation-iv,False,False
0437,437,Bronzong,Bronzong,bronzong,True,steel|psychic,67,89,116,79,116,33,Levitate|Heatproof|Heavy Metal,98,13,1870,generation-iv,False,False
0438,438,Bonsly,Bonsly,bonsly,True,rock,50,80,95,10,45,10,Sturdy|Rock Head|Rattled,77,5,150,generation-iv,False,False
0439,439,Mime Jr.,Mime Jr.,mime-jr,True,psychic|fairy,20,25,45,70,90,60,Soundproof|Filter|Technician,92,6,130,generation-iv,False,False
0440,440,Happiny,Happiny,happiny,True,normal,100,5,5,15,65,30,Natural Cure|Serene Grace|Friend Guard,80,6,244,generation-iv,False,False
0441,441,Chatot,Chatot,chatot,True,normal|flying,76,65,45,92,42,91,Keen Eye|Tangled Feet|Big Pecks,64,5,19,generation-iv,False,False
0442,442,Spiritomb,Spiritomb,spiritomb,True,ghost|dark,50,92,108,92,108,35,Pressure|Infiltrator,86,10,1080,generation-iv,False,False
0443,443,Gible,Gible,gible,True,dragon|ground,58,70,45,40,45,42,Sand Veil|Rough Skin,77,7,205,generation-iv,False,False
0444,444,Gabite,Gabite,gabite,True,dragon|ground,68,90,65,50,55,82,Sand Veil|Rough Skin,81,14,560,generation-iv,False,False
