display_name,species_display_name,form_display_name,dex_number,sprite_form,form_api_name,is_shiny,sprite_type,types,base_stats,original_filename,local_filename,local_path,source_page,image_url
Charizard Mega Y,Charizard,Charizard Mega Y,0006,Mega Y,charizard-mega-y,True,shiny,fire|flying,"{""hp"": 78, ""attack"": 104, ""defense"": 78, ""special_attack"": 159, ""special_defense"": 115, ""speed"": 100}",Menu CP 0006-Mega Y shiny.png,Menu_CP_0006-Mega_Y_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0006-Mega_Y_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0006-Mega_Y_shiny.png,https://archives.bulbagarden.net/media/upload/0/08/Menu_CP_0006-Mega_Y_shiny.png
Blastoise,Blastoise,Blastoise,0009,,blastoise,True,shiny,water,"{""hp"": 79, ""attack"": 83, ""defense"": 100, ""special_attack"": 85, ""special_defense"": 105, ""speed"": 78}",Menu CP 0009 shiny.png,Menu_CP_0009_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0009_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0009_shiny.png,https://archives.bulbagarden.net/media/upload/a/a4/Menu_CP_0009_shiny.png
Blastoise Mega,Blastoise,Blastoise Mega,0009,Mega,blastoise-mega,True,shiny,water,"{""hp"": 79, ""attack"": 103, ""defense"": 120, ""special_attack"": 135, ""special_defense"": 115, ""speed"": 78}",Menu CP 0009-Mega shiny.png,Menu_CP_0009-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0009-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0009-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/0/0b/Menu_CP_0009-Mega_shiny.png
Beedrill,Beedrill,Beedrill,0015,,beedrill,True,shiny,bug|poison,"{""hp"": 65, ""attack"": 90, ""defense"": 40, ""special_attack"": 45, ""special_defense"": 80, ""speed"": 75}",Menu CP 0015 shiny.png,Menu_CP_0015_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0015_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0015_shiny.png,https://archives.bulbagarden.net/media/upload/a/a4/Menu_CP_0015_shiny.png
Beedrill Mega,Beedrill,Beedrill Mega,0015,Mega,beedrill-mega,True,shiny,bug|poison,"{""hp"": 65, ""attack"": 150, ""defense"": 40, ""special_attack"": 15, ""special_defense"": 80, ""speed"": 145}",Menu CP 0015-Mega shiny.png,Menu_CP_0015-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0015-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0015-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/2/2a/Menu_CP_0015-Mega_shiny.png
Pidgeot,Pidgeot,Pidgeot,0018,,pidgeot,True,shiny,normal|flying,"{""hp"": 83, ""attack"": 80, ""defense"": 75, ""special_attack"": 70, ""special_defense"": 70, ""speed"": 101}",Menu CP 0018 shiny.png,Menu_CP_0018_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0018_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0018_shiny.png,https://archives.bulbagarden.net/media/upload/7/75/Menu_CP_0018_shiny.png
Pidgeot Mega,Pidgeot,Pidgeot Mega,0018,Mega,pidgeot-mega,True,shiny,normal|flying,"{""hp"": 83, ""attack"": 80, ""defense"": 80, ""special_attack"": 135, ""special_defense"": 80, ""speed"": 121}",Menu CP 0018-Mega shiny.png,Menu_CP_0018-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0018-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0018-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/a/a4/Menu_CP_0018-Mega_shiny.png
Arbok,Arbok,Arbok,0024,,arbok,True,shiny,poison,"{""hp"": 60, ""attack"": 95, ""defense"": 69, ""special_attack"": 65, ""special_defense"": 79, ""speed"": 80}",Menu CP 0024 shiny.png,Menu_CP_0024_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0024_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0024_shiny.png,https://archives.bulbagarden.net/media/upload/5/57/Menu_CP_0024_shiny.png
Pikachu,Pikachu,Pikachu,0025,,pikachu,True,shiny,electric,"{""hp"": 35, ""attack"": 55, ""defense"": 40, ""special_attack"": 50, ""special_defense"": 50, ""speed"": 90}",Menu CP 0025 shiny.png,Menu_CP_0025_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0025_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0025_shiny.png,https://archives.bulbagarden.net/media/upload/9/96/Menu_CP_0025_shiny.png
Raichu,Raichu,Raichu,0026,,raichu,True,shiny,electric,"{""hp"": 60, ""attack"": 90, ""defense"": 55, ""special_attack"": 90, ""special_defense"": 80, ""speed"": 110}",Menu CP 0026 shiny.png,Menu_CP_0026_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0026_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0026_shiny.png,https://archives.bulbagarden.net/media/upload/8/8d/Menu_CP_0026_shiny.png
Raichu Alola,Raichu,Raichu Alola,0026,Alola,raichu-alola,True,shiny,electric|psychic,"{""hp"": 60, ""attack"": 85, ""defense"": 50, ""special_attack"": 95, ""special_defense"": 85, ""speed"": 110}",Menu CP 0026-Alola shiny.png,Menu_CP_0026-Alola_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0026-Alola_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0026-Alola_shiny.png,https://archives.bulbagarden.net/media/upload/6/68/Menu_CP_0026-Alola_shiny.png
Clefable,Clefable,Clefable,0036,,clefable,True,shiny,fairy,"{""hp"": 95, ""attack"": 70, ""defense"": 73, ""special_attack"": 95, ""special_defense"": 90, ""speed"": 60}",Menu CP 0036 shiny.png,Menu_CP_0036_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0036_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0036_shiny.png,https://archives.bulbagarden.net/media/upload/9/9d/Menu_CP_0036_shiny.png
Clefable Mega,Clefable,Clefable Mega,0036,Mega,clefable-mega,True,shiny,fairy|flying,"{""hp"": 95, ""attack"": 80, ""defense"": 93, ""special_attack"": 135, ""special_defense"": 110, ""speed"": 70}",Menu CP 0036-Mega shiny.png,Menu_CP_0036-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0036-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0036-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/8/8a/Menu_CP_0036-Mega_shiny.png
Ninetales,Ninetales,Ninetales,0038,,ninetales,True,shiny,fire,"{""hp"": 73, ""attack"": 76, ""defense"": 75, ""special_attack"": 81, ""special_defense"": 100, ""speed"": 100}",Menu CP 0038 shiny.png,Menu_CP_0038_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0038_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0038_shiny.png,https://archives.bulbagarden.net/media/upload/d/d1/Menu_CP_0038_shiny.png
Ninetales Alola,Ninetales,Ninetales Alola,0038,Alola,ninetales-alola,True,shiny,ice|fairy,"{""hp"": 73, ""attack"": 67, ""defense"": 75, ""special_attack"": 81, ""special_defense"": 100, ""speed"": 109}",Menu CP 0038-Alola shiny.png,Menu_CP_0038-Alola_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0038-Alola_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0038-Alola_shiny.png,https://archives.bulbagarden.net/media/upload/a/a7/Menu_CP_0038-Alola_shiny.png
Arcanine,Arcanine,Arcanine,0059,,arcanine,True,shiny,fire,"{""hp"": 90, ""attack"": 110, ""defense"": 80, ""special_attack"": 100, ""special_defense"": 80, ""speed"": 95}",Menu CP 0059 shiny.png,Menu_CP_0059_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0059_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0059_shiny.png,https://archives.bulbagarden.net/media/upload/7/77/Menu_CP_0059_shiny.png
Arcanine Hisui,Arcanine,Arcanine Hisui,0059,Hisui,arcanine-hisui,True,shiny,fire|rock,"{""hp"": 95, ""attack"": 115, ""defense"": 80, ""special_attack"": 95, ""special_defense"": 80, ""speed"": 90}",Menu CP 0059-Hisui shiny.png,Menu_CP_0059-Hisui_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0059-Hisui_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0059-Hisui_shiny.png,https://archives.bulbagarden.net/media/upload/d/df/Menu_CP_0059-Hisui_shiny.png
Alakazam,Alakazam,Alakazam,0065,,alakazam,True,shiny,psychic,"{""hp"": 55, ""attack"": 50, ""defense"": 45, ""special_attack"": 135, ""special_defense"": 95, ""speed"": 120}",Menu CP 0065 shiny.png,Menu_CP_0065_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0065_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0065_shiny.png,https://archives.bulbagarden.net/media/upload/1/12/Menu_CP_0065_shiny.png
Alakazam Mega,Alakazam,Alakazam Mega,0065,Mega,alakazam-mega,True,shiny,psychic,"{""hp"": 55, ""attack"": 50, ""defense"": 65, ""special_attack"": 175, ""special_defense"": 105, ""speed"": 150}",Menu CP 0065-Mega shiny.png,Menu_CP_0065-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0065-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0065-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/8/83/Menu_CP_0065-Mega_shiny.png
Machamp,Machamp,Machamp,0068,,machamp,True,shiny,fighting,"{""hp"": 90, ""attack"": 130, ""defense"": 80, ""special_attack"": 65, ""special_defense"": 85, ""speed"": 55}",Menu CP 0068 shiny.png,Menu_CP_0068_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0068_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0068_shiny.png,https://archives.bulbagarden.net/media/upload/b/b8/Menu_CP_0068_shiny.png
Victreebel,Victreebel,Victreebel,0071,,victreebel,True,shiny,grass|poison,"{""hp"": 80, ""attack"": 105, ""defense"": 65, ""special_attack"": 100, ""special_defense"": 70, ""speed"": 70}",Menu CP 0071 shiny.png,Menu_CP_0071_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0071_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0071_shiny.png,https://archives.bulbagarden.net/media/upload/7/75/Menu_CP_0071_shiny.png
Victreebel Mega,Victreebel,Victreebel Mega,0071,Mega,victreebel-mega,True,shiny,grass|poison,"{""hp"": 80, ""attack"": 125, ""defense"": 85, ""special_attack"": 135, ""special_defense"": 95, ""speed"": 70}",Menu CP 0071-Mega shiny.png,Menu_CP_0071-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0071-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0071-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/0/09/Menu_CP_0071-Mega_shiny.png
Slowbro,Slowbro,Slowbro,0080,,slowbro,True,shiny,water|psychic,"{""hp"": 95, ""attack"": 75, ""defense"": 110, ""special_attack"": 100, ""special_defense"": 80, ""speed"": 30}",Menu CP 0080 shiny.png,Menu_CP_0080_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0080_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0080_shiny.png,https://archives.bulbagarden.net/media/upload/7/7f/Menu_CP_0080_shiny.png
Slowbro Galar,Slowbro,Slowbro Galar,0080,Galar,slowbro-galar,True,shiny,poison|psychic,"{""hp"": 95, ""attack"": 100, ""defense"": 95, ""special_attack"": 100, ""special_defense"": 70, ""speed"": 30}",Menu CP 0080-Galar shiny.png,Menu_CP_0080-Galar_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0080-Galar_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0080-Galar_shiny.png,https://archives.bulbagarden.net/media/upload/5/50/Menu_CP_0080-Galar_shiny.png
Slowbro Mega,Slowbro,Slowbro Mega,0080,Mega,slowbro-mega,True,shiny,water|psychic,"{""hp"": 95, ""attack"": 75, ""defense"": 180, ""special_attack"": 130, ""special_defense"": 80, ""speed"": 30}",Menu CP 0080-Mega shiny.png,Menu_CP_0080-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0080-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0080-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/e/e5/Menu_CP_0080-Mega_shiny.png
Gengar,Gengar,Gengar,0094,,gengar,True,shiny,ghost|poison,"{""hp"": 60, ""attack"": 65, ""defense"": 60, ""special_attack"": 130, ""special_defense"": 75, ""speed"": 110}",Menu CP 0094 shiny.png,Menu_CP_0094_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0094_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0094_shiny.png,https://archives.bulbagarden.net/media/upload/a/a4/Menu_CP_0094_shiny.png
Gengar Mega,Gengar,Gengar Mega,0094,Mega,gengar-mega,True,shiny,ghost|poison,"{""hp"": 60, ""attack"": 65, ""defense"": 80, ""special_attack"": 170, ""special_defense"": 95, ""speed"": 130}",Menu CP 0094-Mega shiny.png,Menu_CP_0094-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0094-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0094-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/e/ef/Menu_CP_0094-Mega_shiny.png
Kangaskhan,Kangaskhan,Kangaskhan,0115,,kangaskhan,True,shiny,normal,"{""hp"": 105, ""attack"": 95, ""defense"": 80, ""special_attack"": 40, ""special_defense"": 80, ""speed"": 90}",Menu CP 0115 shiny.png,Menu_CP_0115_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0115_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0115_shiny.png,https://archives.bulbagarden.net/media/upload/1/1b/Menu_CP_0115_shiny.png
Kangaskhan Mega,Kangaskhan,Kangaskhan Mega,0115,Mega,kangaskhan-mega,True,shiny,normal,"{""hp"": 105, ""attack"": 125, ""defense"": 100, ""special_attack"": 60, ""special_defense"": 100, ""speed"": 100}",Menu CP 0115-Mega shiny.png,Menu_CP_0115-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0115-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0115-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/2/24/Menu_CP_0115-Mega_shiny.png
Starmie,Starmie,Starmie,0121,,starmie,True,shiny,water|psychic,"{""hp"": 60, ""attack"": 75, ""defense"": 85, ""special_attack"": 100, ""special_defense"": 85, ""speed"": 115}",Menu CP 0121 shiny.png,Menu_CP_0121_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0121_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0121_shiny.png,https://archives.bulbagarden.net/media/upload/c/cb/Menu_CP_0121_shiny.png
Starmie Mega,Starmie,Starmie Mega,0121,Mega,starmie-mega,True,shiny,water|psychic,"{""hp"": 60, ""attack"": 100, ""defense"": 105, ""special_attack"": 130, ""special_defense"": 105, ""speed"": 120}",Menu CP 0121-Mega shiny.png,Menu_CP_0121-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0121-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0121-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/7/73/Menu_CP_0121-Mega_shiny.png
Pinsir,Pinsir,Pinsir,0127,,pinsir,True,shiny,bug,"{""hp"": 65, ""attack"": 125, ""defense"": 100, ""special_attack"": 55, ""special_defense"": 70, ""speed"": 85}",Menu CP 0127 shiny.png,Menu_CP_0127_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0127_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0127_shiny.png,https://archives.bulbagarden.net/media/upload/3/36/Menu_CP_0127_shiny.png
Pinsir Mega,Pinsir,Pinsir Mega,0127,Mega,pinsir-mega,True,shiny,bug|flying,"{""hp"": 65, ""attack"": 155, ""defense"": 120, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 105}",Menu CP 0127-Mega shiny.png,Menu_CP_0127-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0127-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0127-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/f/f8/Menu_CP_0127-Mega_shiny.png
Tauros,Tauros,Tauros,0128,,tauros,True,shiny,normal,"{""hp"": 75, ""attack"": 100, ""defense"": 95, ""special_attack"": 40, ""special_defense"": 70, ""speed"": 110}",Menu CP 0128 shiny.png,Menu_CP_0128_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0128_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0128_shiny.png,https://archives.bulbagarden.net/media/upload/f/f5/Menu_CP_0128_shiny.png
Tauros Paldea Aqua Breed,Tauros,Tauros Paldea Aqua Breed,0128,Paldea Aqua,tauros-paldea-aqua-breed,True,shiny,fighting|water,"{""hp"": 75, ""attack"": 110, ""defense"": 105, ""special_attack"": 30, ""special_defense"": 70, ""speed"": 100}",Menu CP 0128-Paldea Aqua shiny.png,Menu_CP_0128-Paldea_Aqua_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0128-Paldea_Aqua_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0128-Paldea_Aqua_shiny.png,https://archives.bulbagarden.net/media/upload/b/bb/Menu_CP_0128-Paldea_Aqua_shiny.png
Tauros Paldea Blaze Breed,Tauros,Tauros Paldea Blaze Breed,0128,Paldea Blaze,tauros-paldea-blaze-breed,True,shiny,fighting|fire,"{""hp"": 75, ""attack"": 110, ""defense"": 105, ""special_attack"": 30, ""special_defense"": 70, ""speed"": 100}",Menu CP 0128-Paldea Blaze shiny.png,Menu_CP_0128-Paldea_Blaze_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0128-Paldea_Blaze_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0128-Paldea_Blaze_shiny.png,https://archives.bulbagarden.net/media/upload/8/85/Menu_CP_0128-Paldea_Blaze_shiny.png
Tauros Paldea Combat Breed,Tauros,Tauros Paldea Combat Breed,0128,Paldea Combat,tauros-paldea-combat-breed,True,shiny,fighting,"{""hp"": 75, ""attack"": 110, ""defense"": 105, ""special_attack"": 30, ""special_defense"": 70, ""speed"": 100}",Menu CP 0128-Paldea Combat shiny.png,Menu_CP_0128-Paldea_Combat_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0128-Paldea_Combat_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0128-Paldea_Combat_shiny.png,https://archives.bulbagarden.net/media/upload/f/fd/Menu_CP_0128-Paldea_Combat_shiny.png
Gyarados,Gyarados,Gyarados,0130,,gyarados,True,shiny,water|flying,"{""hp"": 95, ""attack"": 125, ""defense"": 79, ""special_attack"": 60, ""special_defense"": 100, ""speed"": 81}",Menu CP 0130 shiny.png,Menu_CP_0130_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0130_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0130_shiny.png,https://archives.bulbagarden.net/media/upload/a/a4/Menu_CP_0130_shiny.png
Gyarados Mega,Gyarados,Gyarados Mega,0130,Mega,gyarados-mega,True,shiny,water|dark,"{""hp"": 95, ""attack"": 155, ""defense"": 109, ""special_attack"": 70, ""special_defense"": 130, ""speed"": 81}",Menu CP 0130-Mega shiny.png,Menu_CP_0130-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0130-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0130-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/0/07/Menu_CP_0130-Mega_shiny.png
Ditto,Ditto,Ditto,0132,,ditto,True,shiny,normal,"{""hp"": 48, ""attack"": 48, ""defense"": 48, ""special_attack"": 48, ""special_defense"": 48, ""speed"": 48}",Menu CP 0132 shiny.png,Menu_CP_0132_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0132_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0132_shiny.png,https://archives.bulbagarden.net/media/upload/1/15/Menu_CP_0132_shiny.png
Vaporeon,Vaporeon,Vaporeon,0134,,vaporeon,True,shiny,water,"{""hp"": 130, ""attack"": 65, ""defense"": 60, ""special_attack"": 110, ""special_defense"": 95, ""speed"": 65}",Menu CP 0134 shiny.png,Menu_CP_0134_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0134_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0134_shiny.png,https://archives.bulbagarden.net/media/upload/7/77/Menu_CP_0134_shiny.png
Jolteon,Jolteon,Jolteon,0135,,jolteon,True,shiny,electric,"{""hp"": 65, ""attack"": 65, ""defense"": 60, ""special_attack"": 110, ""special_defense"": 95, ""speed"": 130}",Menu CP 0135 shiny.png,Menu_CP_0135_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0135_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0135_shiny.png,https://archives.bulbagarden.net/media/upload/3/3a/Menu_CP_0135_shiny.png
Flareon,Flareon,Flareon,0136,,flareon,True,shiny,fire,"{""hp"": 65, ""attack"": 130, ""defense"": 60, ""special_attack"": 95, ""special_defense"": 110, ""speed"": 65}",Menu CP 0136 shiny.png,Menu_CP_0136_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0136_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0136_shiny.png,https://archives.bulbagarden.net/media/upload/6/62/Menu_CP_0136_shiny.png
Aerodactyl,Aerodactyl,Aerodactyl,0142,,aerodactyl,True,shiny,rock|flying,"{""hp"": 80, ""attack"": 105, ""defense"": 65, ""special_attack"": 60, ""special_defense"": 75, ""speed"": 130}",Menu CP 0142 shiny.png,Menu_CP_0142_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0142_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0142_shiny.png,https://archives.bulbagarden.net/media/upload/b/b4/Menu_CP_0142_shiny.png
Aerodactyl Mega,Aerodactyl,Aerodactyl Mega,0142,Mega,aerodactyl-mega,True,shiny,rock|flying,"{""hp"": 80, ""attack"": 135, ""defense"": 85, ""special_attack"": 70, ""special_defense"": 95, ""speed"": 150}",Menu CP 0142-Mega shiny.png,Menu_CP_0142-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0142-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0142-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/3/3b/Menu_CP_0142-Mega_shiny.png
Snorlax,Snorlax,Snorlax,0143,,snorlax,True,shiny,normal,"{""hp"": 160, ""attack"": 110, ""defense"": 65, ""special_attack"": 65, ""special_defense"": 110, ""speed"": 30}",Menu CP 0143 shiny.png,Menu_CP_0143_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0143_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0143_shiny.png,https://archives.bulbagarden.net/media/upload/0/05/Menu_CP_0143_shiny.png
Dragonite,Dragonite,Dragonite,0149,,dragonite,True,shiny,dragon|flying,"{""hp"": 91, ""attack"": 134, ""defense"": 95, ""special_attack"": 100, ""special_defense"": 100, ""speed"": 80}",Menu CP 0149 shiny.png,Menu_CP_0149_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0149_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0149_shiny.png,https://archives.bulbagarden.net/media/upload/c/c1/Menu_CP_0149_shiny.png
Dragonite Mega,Dragonite,Dragonite Mega,0149,Mega,dragonite-mega,True,shiny,dragon|flying,"{""hp"": 91, ""attack"": 124, ""defense"": 115, ""special_attack"": 145, ""special_defense"": 125, ""speed"": 100}",Menu CP 0149-Mega shiny.png,Menu_CP_0149-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0149-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0149-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/0/01/Menu_CP_0149-Mega_shiny.png
Meganium,Meganium,Meganium,0154,,meganium,True,shiny,grass,"{""hp"": 80, ""attack"": 82, ""defense"": 100, ""special_attack"": 83, ""special_defense"": 100, ""speed"": 80}",Menu CP 0154 shiny.png,Menu_CP_0154_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0154_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0154_shiny.png,https://archives.bulbagarden.net/media/upload/5/5f/Menu_CP_0154_shiny.png
